student_id,math_score,science_score,english_score,history_score,study_hours_week,quiz_attempts,consecutive_logins,material_access_freq,improvement_rate,score_consistency,time_per_question,class_size,resource_index,faculty_ratio,peak_study_time,weekend_study_ratio,knowledge_gap,predicted_score,overall_avg,science_math_diff,eng_hist_ratio
1343,79,70,74,69,17,4,6,6,1.7932032459605751,0.032202601848084066,6.3318914290658945,48,27,0.06519861872195767,21,0.0602351709411795,33,72,73,-9,1.07
1344,76,71,70,65,38,2,6,2,2.1632567982721422,0.3008690100929445,9.707109703826676,35,51,0.19548772066273534,8,0.43522569478699896,21,72,70,-5,1.08
1345,47,65,64,67,24,3,1,4,0.9134666848732027,0.3478049469352432,4.3805471658010475,48,36,0.05070783659041936,19,0.13054405053351037,26,84,60,18,0.95
1346,34,67,72,72,22,2,5,3,0.7697984601187995,0.26111148063155576,4.8852268632407405,35,71,0.14245392710586896,7,0.28704983664351996,12,77,61,33,1.0
1347,76,83,75,67,5,4,8,18,0.6302303772169309,0.28870000705518467,4.355529313758437,22,28,0.06694519837295522,4,0.5160744756266736,25,94,75,7,1.12
1348,48,83,91,67,30,3,5,6,1.9576795874830712,0.5106397766979804,5.234825808142841,29,45,0.11798386669267584,16,0.8812650670575776,33,81,72,35,1.36
1349,62,72,64,79,7,7,4,1,1.327914860874556,0.21072149783374367,2.1383070006838953,55,71,0.08396153318784191,18,0.7167485013183641,37,74,69,10,0.81
1350,50,56,75,52,7,6,3,10,1.4987802917827289,0.29983388546736417,4.680178916542014,27,74,0.07755692519504995,21,0.5263506267894541,28,64,58,6,1.44
1351,43,75,60,54,25,7,5,3,0.6977868796783351,0.3347082904636312,3.9799214339534594,57,20,0.19093864946527483,7,0.8189547763938336,33,91,58,32,1.11
1352,71,85,71,76,22,5,3,0,0.7317013830817665,0.3788417170439225,3.996848882756209,48,66,0.1896970584747686,13,0.44389711695680095,32,55,75,14,0.93
1353,74,83,77,94,35,6,2,8,1.8479968169935237,0.29819842785275097,6.952393709711336,26,34,0.12716806376356865,11,0.3833957296571495,32,61,82,9,0.82
1354,58,77,79,77,35,8,2,3,1.3248023895638996,0.23339362127187546,3.678044764766239,26,45,0.0718210015986577,2,0.5465605813678677,25,84,72,19,1.02
1355,33,84,79,88,12,5,3,0,2.1807394788677668,0.3040819117177086,5.7521477475991585,56,71,0.13769184043501273,18,0.675352087020922,33,66,71,51,0.9
1356,58,70,78,63,29,4,3,2,2.07417093837058,0.2027455423500574,4.636198274595826,44,49,0.18440189197174917,1,0.8442120425206108,33,62,67,12,1.24
1357,69,76,79,60,24,3,4,3,2.071263535192161,0.5499394925513533,3.2326627652308986,53,59,0.1661415575783057,18,0.11880643921552579,28,71,71,7,1.31
1358,47,63,75,73,15,2,12,1,2.2213404526161233,0.2568840348325646,0.776919792504515,56,32,0.11403089356115544,1,0.8748626811484834,27,67,64,16,1.03
1359,67,72,66,78,5,3,1,1,2.194797596549143,0.5031719923618493,0.6670314099247077,38,27,0.054979132660031474,11,0.6307234138198492,29,67,70,5,0.85
1360,64,83,60,53,25,4,16,0,1.586123775777113,0.5216963827810184,6.661685533087473,51,44,0.07278885983482047,3,0.17499146286227318,33,75,65,19,1.13
1361,71,64,70,65,21,3,1,6,1.0747583692778833,0.11479600043451263,3.6666177250121685,44,44,0.11617341856954565,15,0.940905588007103,38,76,67,-7,1.08
1362,66,61,73,67,32,3,3,0,1.6258463833917143,0.21820141066684678,6.236503974370848,22,40,0.19495433706869586,19,0.7887520295012063,32,73,66,-5,1.09
1363,53,70,85,60,22,2,8,1,0.9732726212036051,0.2822506397875218,5.476770175974254,45,46,0.1231667867543149,6,0.09725982763420211,18,78,67,17,1.41
1364,79,67,74,61,33,2,1,1,0.8837189072578151,0.2598648952271869,3.090200255613886,55,73,0.19603227704349663,6,0.4456062312692326,36,57,70,-12,1.21
1365,63,76,73,77,14,4,13,2,1.5122942185304447,0.28992029030757854,3.654093024133071,54,26,0.1027541794358087,8,0.3045001660895645,27,74,72,13,0.95
1366,64,65,78,73,13,3,8,7,1.7458099495895094,0.12674128320693268,2.2632269376950367,48,15,0.09855081056198178,18,0.0966319208094538,30,80,70,1,1.07
1367,53,87,72,76,38,5,6,1,1.401972729387456,0.5392668246542466,7.184530866376324,49,64,0.1609240542956747,3,0.3392448452557713,19,82,72,34,0.95
1368,59,57,81,71,24,9,3,10,2.1126526148897735,0.41167230175842673,0.7603717415299932,40,57,0.06058775662277545,20,0.5137065215472649,32,55,67,-2,1.14
1369,54,82,90,58,35,6,1,10,1.668362445012926,0.10885061323859732,4.600975238018314,42,75,0.08051659214843765,13,0.5678972254922027,43,80,71,28,1.55
1370,62,62,92,72,7,7,1,2,2.4558499706281065,0.22006841939603966,8.233436516834185,30,21,0.15922460715113526,2,0.39162372290166586,42,84,72,0,1.28
1371,85,52,75,57,5,1,1,8,0.84012185075122,0.07959333343571234,4.510267359266518,22,48,0.06848598138761712,5,0.3920901378469132,37,88,67,-33,1.31
1372,48,72,77,64,37,3,3,1,1.12443219970738,0.46044839344522553,3.9608615680053214,57,54,0.06897229678028532,7,0.9529140294200545,11,73,65,24,1.2
1373,45,67,87,56,12,3,4,1,0.6413488845404871,0.4328225010882085,4.206118928585338,32,57,0.08184823582191011,6,0.8843223708033965,33,76,63,22,1.55
1374,82,58,73,61,22,2,1,10,1.4984744136815227,0.2786774365545318,3.2225417106305905,47,62,0.061851815064839624,21,0.6095549383352853,24,70,68,-24,1.19
1375,62,53,80,68,34,3,2,5,0.5999105049679936,0.40394551587888305,1.6258044857794114,54,26,0.1643652807916376,5,0.304257448382116,29,74,65,-9,1.17
1376,56,69,65,62,37,4,3,1,1.802363390807342,0.26536786943161933,10.209895446125348,36,50,0.13112426272075267,9,0.6802316974216708,31,61,63,13,1.05
1377,77,79,72,58,26,1,7,0,0.9993707106807106,0.20050483833521293,1.728688063631743,34,46,0.17052562221259038,14,0.2262222976704492,28,57,71,2,1.24
1378,57,75,84,80,21,3,1,6,2.010471354135361,0.36681526745608056,2.1680555747870667,28,63,0.07899821002059292,20,0.5235238918357482,32,85,74,18,1.05
1379,86,70,69,66,13,3,5,1,0.5795853771589246,0.346409148559425,2.4459832853062125,50,44,0.14758123195205747,16,0.7464395887719834,39,73,72,-16,1.04
1380,73,74,73,62,26,2,5,0,1.173573076762825,0.24206866388305087,4.920006962787436,23,66,0.15722060480868832,16,0.3789739411258379,40,67,70,1,1.18
1381,59,69,62,56,14,8,4,1,2.362091807753899,0.2150103449560204,12.151060861332665,46,26,0.0950362306011596,16,0.7391158721973938,29,83,61,10,1.11
1382,90,55,91,47,37,10,1,2,0.6377843673642865,0.4194640584588253,1.3765654182069373,56,64,0.07469699221137072,17,0.2575478342444463,24,77,70,-35,1.93
1383,57,55,85,65,7,8,1,1,2.25085437178536,0.36347767208907605,6.985079188184413,34,34,0.19205247685545623,18,0.93783951650523,29,85,65,-2,1.31
1384,73,67,76,52,21,1,5,0,1.1612090397416304,0.3016766954897954,2.6949912366995576,38,62,0.08331788923324926,13,0.7166476213514598,31,80,67,-6,1.46
1385,68,68,79,75,13,4,3,2,0.5758886060829835,0.6649495637376414,7.28537838942792,48,33,0.06534157567365934,12,0.2953666977872934,24,64,72,0,1.05
1386,80,78,78,68,23,4,3,3,2.3006501605516574,0.27673175017523993,2.7677166596058207,22,53,0.16985305325700029,10,0.32709441887610996,33,72,76,-2,1.15
1387,83,77,86,85,38,6,6,7,1.3581133032506452,0.05215644309621916,6.893508413786257,26,47,0.17310475321569763,17,0.7435161209410127,31,80,82,-6,1.01
1388,65,76,70,70,6,4,1,7,1.3689188316139353,0.3942308556980358,7.049715669744312,50,45,0.0877982442400064,4,0.7526753672558751,36,82,70,11,1.0
1389,55,67,80,60,31,3,1,0,1.8777507377279485,0.06103865577142416,6.647961478452278,43,47,0.18743428363134762,22,0.3265893578541006,37,92,65,12,1.33
1390,70,56,83,47,23,3,2,3,1.4370950630990789,0.33106168078430226,5.649181859239542,35,63,0.17804733683454832,6,0.7703536234072914,40,82,64,-14,1.76
1391,56,74,84,76,37,4,2,10,2.053817229556164,0.15808008859087,6.417583912069363,49,31,0.12226192282776545,13,0.4424973615000062,36,78,72,18,1.1
1392,89,75,56,53,30,5,9,0,1.634904161814958,0.24305852808721545,4.774473574856287,24,56,0.1132638658564482,8,0.4994545094861521,33,81,68,-14,1.05
1393,66,46,70,63,38,3,2,3,1.1359644302337435,0.3392281197001921,3.7609571400580273,41,46,0.05798187777762966,2,0.6488527897060732,41,68,61,-20,1.11
1394,60,61,66,86,32,5,7,3,1.7776313161968136,0.21730705698550332,3.633583582399302,35,59,0.11626741549473404,13,0.26530661764456503,29,66,68,1,0.77
1395,67,63,76,74,20,1,3,8,0.6751105905494428,0.37654630426612556,4.038588197580052,34,38,0.13571658551381283,21,0.18035308033748546,42,67,70,-4,1.03
1396,48,71,58,72,26,6,1,3,1.4843047132980935,0.12456107941357476,1.3687635980643296,56,50,0.05078809662898073,6,0.6579859381043122,34,79,62,23,0.8
1397,53,61,58,78,32,2,4,0,1.1814661917801255,0.1926352904392996,3.3502876859701294,42,85,0.11129538298995391,6,0.8096080130476639,35,74,62,8,0.74
1398,79,69,92,77,18,4,4,5,1.3047853656834243,0.3000439400668977,6.4526759311631645,46,65,0.14080001806585943,6,0.826215378033791,31,73,79,-10,1.19
1399,57,67,79,85,10,3,1,4,1.8488137916953304,0.4443795624516201,3.014929435307781,30,64,0.07871348693547958,19,0.39743873319255485,33,65,72,10,0.93
1400,52,68,75,61,15,6,2,3,0.8240175390047282,0.06305955978114258,1.9700780363006425,30,35,0.13347594694046602,2,0.554826648491088,31,92,64,16,1.23
1401,71,62,77,63,24,5,1,1,0.5688646249594123,0.1465479485635542,6.020236974374798,38,32,0.12808603215719322,14,0.4567838302582959,29,88,68,-9,1.22
1402,79,63,76,57,20,2,1,0,2.250313581350702,0.4361003488780001,8.006499654824605,30,73,0.05956835431684998,17,0.20291870159516232,22,80,68,-16,1.33
1403,73,59,82,67,10,4,4,12,2.2047646179012004,0.046750265505148346,8.283554474594851,59,37,0.17190168418649535,19,0.5003909278230656,36,71,70,-14,1.22
1404,76,73,69,66,12,6,2,9,2.338104242735303,0.1612148020723923,2.671462756948876,55,10,0.12705832557472352,15,0.44074770208578756,28,62,71,-3,1.04
1405,55,75,76,48,8,3,1,14,1.9187635662306552,0.370854219260192,6.679888819950813,47,55,0.10781697303628436,1,0.5104551998414739,19,54,63,20,1.58
1406,47,62,76,60,38,3,8,14,2.2680420878505667,0.3934478804402382,1.476315768983138,43,40,0.06770944831133946,17,0.8014272694833897,22,63,61,15,1.26
1407,83,85,66,83,24,7,4,0,1.1461533725301982,0.29665833111813844,7.5513669339871825,55,47,0.14353371610719268,15,0.5421878803236083,28,74,79,2,0.79
1408,61,66,85,70,28,6,1,1,0.7996390084213842,0.3037019324828201,3.768561828842775,30,41,0.13802714991331347,7,0.6997503862347216,40,91,70,5,1.21
1409,61,85,71,75,7,6,4,3,1.8897656964999507,0.4197696361479883,10.956304725274396,38,24,0.15508372047098232,21,0.939609510580712,28,70,73,24,0.95
1410,80,63,83,66,32,2,6,2,1.2049985914356443,0.29875179420534437,3.235055166743822,43,39,0.06649199554570621,5,0.35658678835079166,27,87,73,-17,1.26
1411,71,49,75,47,34,5,2,16,1.0462882340665878,0.46877441531513303,6.321842860591013,46,55,0.09571665386077904,6,0.5099879127856308,25,64,60,-22,1.59
1412,70,74,88,66,33,9,4,1,1.6844434835596789,0.15220395337300924,2.664503928909769,33,42,0.1359440883454608,5,0.5246754371337824,47,85,74,4,1.33
1413,90,72,66,79,25,4,1,0,0.7896347169447251,0.2611622362532954,5.6141252482659505,44,38,0.19827818155019555,8,0.18285309630158095,29,73,76,-18,0.83
1414,57,70,66,54,31,3,1,3,1.6855534859081651,0.5243095940890107,6.2560514087951,37,52,0.1744752484600881,3,0.7958900789208301,16,66,61,13,1.22
1415,76,63,67,76,29,5,10,3,2.2471581250394843,0.2267432479354591,3.729149101686701,38,50,0.07989631560250361,11,0.13865858384668928,42,81,70,-13,0.88
1416,65,69,76,49,7,4,1,2,1.876848390691611,0.15182024181809295,2.2609848127037626,39,57,0.10338411140715384,2,0.30978253412552703,38,71,64,4,1.55
1417,68,64,87,68,5,3,3,7,1.5205563332545802,0.17235408321630674,6.667614252221886,24,43,0.0742737396426501,1,0.6741363854316594,29,79,71,-4,1.28
1418,83,66,87,73,27,5,1,3,1.4731431876631516,0.1994497070558926,1.3628653214118858,41,59,0.12691862488623856,22,0.3907623383127068,26,73,77,-17,1.19
1419,71,78,56,64,9,4,3,1,1.1367933365512626,0.07503942835321957,1.2769591918643448,45,60,0.08005117594655439,19,0.31783709368551954,37,67,67,7,0.87
1420,71,71,76,95,35,0,1,3,2.0184310305627355,0.11552658708545535,3.5552817008682083,39,61,0.08618170917794253,12,0.4773432649011228,22,82,78,0,0.8
1421,77,76,50,62,29,5,1,11,2.369905586497449,0.3334073939386116,4.903261083915953,40,51,0.1373576542650382,13,0.8803073268478159,31,72,66,-1,0.81
1422,60,67,81,61,39,3,4,9,1.448785470367974,0.18721656733359168,6.234524760860403,49,41,0.07590705793274204,10,0.2874930102611212,19,77,67,7,1.33
1423,54,66,83,70,5,6,5,5,2.2664886439613983,0.21141980096727986,2.1044304576665676,38,50,0.12974585838709485,22,0.07871544479526545,41,54,68,12,1.18
1424,52,58,74,59,19,6,5,5,0.5446755023369287,0.36528240461485906,8.344438433229364,20,43,0.05177549649816784,14,0.43061264054459547,23,69,60,6,1.25
1425,41,66,75,52,28,2,1,4,0.8793837465986136,0.1245980319678146,2.8799440656186883,56,43,0.13270317846556362,5,0.6413228596637344,29,75,58,25,1.44
1426,89,40,75,55,38,7,1,1,0.603986853137628,0.5058354284846368,6.6000995445691775,21,49,0.14988656673093867,10,0.03705702231399856,32,82,64,-49,1.36
1427,51,64,68,76,22,5,4,4,1.5697250483271974,0.7131325970493962,2.4143849126966934,48,39,0.05566466735344268,22,0.3544270865511637,33,73,64,13,0.89
1428,62,69,78,64,29,3,1,4,1.1598537226252699,0.5206225484363419,2.8838847970336308,36,46,0.07230098341326512,6,0.4082312021950118,44,61,68,7,1.22
1429,61,75,73,86,5,0,2,4,2.1846580227492067,0.2456415337444032,4.291007439517033,21,54,0.1320391992873404,2,0.7404253234569288,35,73,73,14,0.85
1430,68,67,82,63,13,6,1,8,1.8642185690999633,0.2100299558933847,2.1414971415856945,23,73,0.06418479967075848,22,0.7487797541985467,18,87,70,-1,1.3
1431,74,73,74,75,35,2,8,0,1.7383515203304079,0.06828392906428082,3.4542740088034543,56,54,0.07616785583608404,6,0.8328656790871768,21,73,74,-1,0.99
1432,75,48,68,73,26,4,6,3,0.7508655242445867,0.3535541803928761,3.4343452836130868,24,49,0.18493700140878694,14,0.5901461958473769,26,79,66,-27,0.93
1433,58,69,62,62,6,6,2,0,1.0559558608495305,0.39490567606132165,2.4514524055961155,24,63,0.09164726581396887,18,0.36621331538733254,20,82,62,11,1.0
1434,62,53,60,58,24,0,5,7,1.950949506230363,0.23810465587437107,5.988207789242233,52,59,0.11909529540569296,13,0.7783154924228821,33,75,58,-9,1.03
1435,68,57,85,48,27,1,4,1,0.9036265102580476,0.24880542926573648,2.3148131170061266,58,62,0.17770453379962842,20,0.5146068939114804,41,90,64,-11,1.77
1436,62,68,71,74,16,4,2,2,1.8987178241647105,0.41030247482545407,7.95912680986902,25,71,0.15200669681508036,20,0.05529019024566094,48,90,68,6,0.96
1437,84,82,77,81,14,4,1,1,2.3013743963760325,0.30765917328387754,3.8564315650491934,33,48,0.055106144245817404,13,0.3726295011710084,42,84,81,-2,0.95
1438,70,73,89,50,36,1,5,13,2.2398525990069107,0.12239670819048722,1.6125043303850488,52,55,0.06327058755476102,15,0.6889487646362824,40,83,70,3,1.78
1439,73,70,70,63,9,2,4,2,0.560634081035762,0.5045990543600215,2.5136222441598264,49,59,0.09526251932817659,22,0.2888466993061742,26,73,69,-3,1.11
1440,72,69,69,60,33,5,1,0,2.2616396540973494,0.26426249497581167,4.318462515625157,48,63,0.12767156813324487,13,0.23793727530822328,45,66,67,-3,1.15
1441,79,62,73,74,37,2,2,0,1.0828270735901437,0.1606700904862874,2.1390469359002737,26,19,0.1591786389600745,0,0.49998817281701025,34,73,72,-17,0.99
1442,67,64,75,64,27,2,5,1,1.3702292464606838,0.12221019563253163,3.7320091004485447,20,39,0.12634948887255332,9,0.7522925004417341,31,93,67,-3,1.17
1443,49,74,90,82,17,6,5,0,1.5612579451610742,0.266291520639851,5.640795715011867,55,72,0.13800922648644876,4,0.34746880550683107,24,72,73,25,1.1
1444,69,56,87,63,6,5,10,7,1.3210412627767265,0.19971617539436307,4.495174673658481,36,68,0.19647419043788278,21,0.5907427942736534,40,64,68,-13,1.38
1445,57,75,79,54,15,7,2,5,1.7578106006627936,0.23474324741162517,6.068481072184682,37,48,0.07584513570616455,17,0.19000332219485155,43,81,66,18,1.46
1446,58,66,86,62,32,6,5,7,2.169718685488885,0.48746678461405096,3.3402204150758816,43,47,0.17838298412278625,11,0.8785007922168974,39,85,68,8,1.38
1447,72,78,73,64,29,2,1,3,1.8919042736413159,0.20358552010190126,1.540166435173012,48,75,0.1751722878744183,16,0.05275630515714619,17,72,71,6,1.14
1448,79,79,77,73,22,5,3,3,0.9776758779333061,0.31180613215258157,2.422498766874961,37,71,0.10492165965325917,3,0.3867928237100962,21,74,77,0,1.05
1449,65,53,72,63,13,0,1,2,2.33779071908799,0.20680318114418186,2.9567901802638663,20,57,0.18010990808124744,9,0.5414892055206423,18,76,63,-12,1.14
1450,68,64,64,72,6,4,1,8,1.8890168852646636,0.220932769446909,6.946423579090725,27,34,0.140291834631467,7,0.14847448618690315,30,73,67,-4,0.89
1451,85,61,84,59,21,3,4,0,0.7729007067109881,0.1866389524882039,5.105169498070106,30,55,0.13370209618156248,7,0.39213935952081863,34,75,72,-24,1.42
1452,67,51,79,64,37,3,2,3,1.9597305199490913,0.061528705091942096,3.57739921996275,47,47,0.07867638233987147,22,0.37855658510062773,36,73,65,-16,1.23
1453,96,59,75,59,39,6,3,2,0.5681749792395203,0.14538391698625716,4.988092456162777,55,35,0.07863345845419832,7,0.2680626552569736,32,56,72,-37,1.27
1454,71,94,74,58,37,5,5,0,1.7496139817804741,0.3207905756638481,2.3465142153783076,28,44,0.10558584658437462,13,0.21551715590548232,27,85,74,23,1.27
1455,43,76,62,82,36,3,3,6,2.3493209036723,0.1806863074982523,1.0370677888574806,52,53,0.09879071565653785,13,0.7464722045185617,26,75,65,33,0.76
1456,74,89,67,60,24,6,2,1,1.649763064805796,0.7402198783786537,2.1602822840854614,51,71,0.18456315389843714,6,0.6035816824260101,29,70,72,15,1.11
1457,69,78,77,64,34,7,3,2,1.1137627101946994,0.4620988874277787,2.8536244832983044,39,54,0.057326305625990566,4,0.8760992095202627,22,75,72,9,1.2
1458,80,62,70,79,26,2,16,1,2.476599658440981,0.19886363260325085,1.5220120510931054,30,62,0.09702850446422481,7,0.36806355000956403,31,82,72,-18,0.88
1459,73,66,73,76,29,3,1,4,2.117079713008276,0.1135608133098135,2.4534287319861807,28,53,0.10279360940028322,8,0.3737098678098406,30,75,72,-7,0.96
1460,63,75,74,86,15,2,1,0,0.995759153284673,0.4347490935050156,12.351102727008039,58,58,0.09152684984327954,3,0.5650120970010771,31,91,74,12,0.86
1461,50,74,69,73,38,2,8,5,0.644464275830533,0.2692856597866906,4.350038635704044,46,49,0.0519776842326573,16,0.09562435864910895,34,70,66,24,0.94
1462,62,64,67,61,32,4,15,2,2.4321790749624195,0.3634801164047658,5.751656583116753,28,53,0.12291233702652708,11,0.519748739923725,31,77,63,2,1.1
1463,54,54,62,90,39,3,3,6,0.5705371515957975,0.3860292428145695,0.6952133616448488,46,36,0.09604410216417503,7,0.7633384049821004,37,77,65,0,0.69
1464,58,100,73,74,8,4,1,9,1.8529503859994025,0.380991111802742,1.1585362995514836,28,48,0.13031497002928183,1,0.1305550275241562,22,90,76,42,0.99
1465,72,68,79,66,13,2,5,3,2.466349091031339,0.24016017112166096,5.714771751320597,51,33,0.13379595057382232,2,0.4935240355725475,31,80,71,-4,1.2
1466,85,66,61,68,26,5,3,10,0.9894855976013506,0.31932685241545333,4.484516793791259,20,62,0.16989424986404483,14,0.36667357371755255,33,81,70,-19,0.9
1467,69,71,74,69,29,5,3,0,2.351924424804273,0.13420865634992776,1.72904152525212,56,64,0.07961449662192033,14,0.24396746550308426,44,57,70,2,1.07
1468,50,67,77,65,25,3,10,0,1.3422455412384733,0.17942268448993703,10.852265968317287,36,56,0.16219906142539003,14,0.6195776777915041,38,75,64,17,1.18
1469,70,71,67,52,29,6,1,10,0.9713332210014598,0.17913849760497488,4.370463802379984,34,40,0.07921194195469429,10,0.587149267447823,9,78,65,1,1.29
1470,79,82,86,85,21,3,2,0,0.6639513337665128,0.3961358387799943,4.269201599387287,48,48,0.1358292522235176,15,0.21817845579205358,30,89,83,3,1.01
1471,57,68,71,67,19,8,3,0,1.7022615483815455,0.20815932514723515,7.536025476797969,38,84,0.08287267140147253,4,0.32810010484005664,38,56,65,11,1.06
1472,63,58,74,70,11,2,1,0,1.8908842330612918,0.30685769685942205,10.668954364352945,59,69,0.10426382949021004,15,0.49182304425284984,26,65,66,-5,1.06
1473,65,68,73,90,36,2,6,0,1.7908829024179107,0.6645525443754153,6.2788600371581955,49,48,0.18535238273617421,5,0.28192898715339526,11,75,74,3,0.81
1474,55,65,60,60,12,5,5,11,1.7102567969855682,0.5277997407192827,4.97984806381023,46,40,0.08488879486554887,22,0.6638812280646905,25,91,60,10,1.0
1475,72,84,83,75,7,1,1,9,1.7423513793369432,0.23790281070153968,2.175416334424714,30,52,0.17500394511324957,20,0.39185759427225064,21,78,78,12,1.11
1476,63,81,67,59,37,3,2,1,1.5258885159000368,0.38253536138580335,8.784253294089126,48,52,0.08149019904128946,3,0.5808697694682516,31,84,67,18,1.13
1477,70,71,73,71,21,8,2,6,0.9281119273507719,0.11042680987930449,4.391827941266301,56,27,0.09387372038503711,7,0.7960404990927411,38,88,71,1,1.03
1478,54,57,79,70,5,3,6,7,1.7111870767889046,0.33217468172032194,4.158037808120106,30,40,0.1846162071525655,0,0.5174891782587882,24,69,65,3,1.13
1479,59,57,86,76,21,6,2,0,2.275262644652292,0.08388466816557628,2.7463108793412374,34,48,0.16710990020599814,12,0.469812795536632,27,80,69,-2,1.13
1480,73,70,66,81,29,9,1,1,0.5341171038570638,0.4373730271069656,3.9511950224821355,40,49,0.06424760293148152,19,0.8046784820839528,16,51,72,-3,0.81
1481,60,73,71,61,29,6,4,3,2.4648626418170307,0.41247099235079787,6.049541997624443,26,66,0.08781438558386359,13,0.12864569088537514,35,91,66,13,1.16
1482,85,66,86,83,17,2,3,5,2.4454596456034734,0.20581033089166775,1.7498642390308095,35,32,0.16177556746412547,3,0.18653221699521882,26,72,80,-19,1.03
1483,60,65,78,84,17,5,2,2,1.0333482417549151,0.21944302745217542,10.360003474617644,21,43,0.10829250378440071,7,0.4391189687148722,26,86,71,5,0.93
1484,67,64,80,65,16,7,3,7,1.3482806455945902,0.0951540585026237,2.067422857777611,37,57,0.17261277324906385,0,0.49316579422089696,44,70,69,-3,1.23
1485,76,69,66,67,36,3,8,23,1.6301638823360134,0.21321033129636321,3.353087479918578,59,62,0.0729888283350792,1,0.908080957826315,40,81,69,-7,0.98
1486,47,46,71,62,39,4,2,10,2.1912639280415807,0.47716796981702514,0.9613265684522072,20,62,0.132657014527953,20,0.6325873913986156,20,61,56,-1,1.14
1487,43,58,73,64,32,0,1,9,0.6219873683863286,0.15016575062661477,1.6028617710202537,57,32,0.10995822203210803,19,0.41706805781671363,25,79,59,15,1.14
1488,46,63,68,54,24,3,4,1,0.9535098737302121,0.21328581350175224,5.011876006524716,38,58,0.08775138504683071,3,0.4315000775698882,33,73,57,17,1.26
1489,80,82,61,76,32,6,18,11,1.8202359734752265,0.3298259977414136,5.871373389830415,51,48,0.053060640916060525,12,0.16943080281491218,30,79,74,2,0.8
1490,58,61,70,45,35,4,1,23,0.6232668857602386,0.05272817252026393,4.048929888332443,33,55,0.05819042507077296,4,0.134926871989034,9,80,58,3,1.55
1491,95,71,85,60,28,2,3,4,2.2853374986169115,0.20880878618428808,3.0014301944906743,47,56,0.07440820810117452,22,0.04136825569980149,23,84,77,-24,1.41
1492,58,72,75,67,15,6,2,7,2.2726513628080234,0.4411954422592839,4.23079525041946,47,25,0.18212647460924053,21,0.44674408128456783,28,79,68,14,1.12
1493,67,82,85,82,20,3,3,4,0.6972360539748983,0.14780868739376454,2.7567233306731938,25,48,0.09965047751487272,1,0.05800780559339858,34,60,79,15,1.04
1494,83,82,76,62,21,3,2,24,1.3309505693349017,0.28009097678234735,2.329151977864604,25,38,0.08601595934313322,16,0.3439173453412324,20,69,75,-1,1.22
1495,89,69,68,72,9,3,4,4,1.520463838406602,0.12012750214247389,3.2732130828136166,37,57,0.19615216789308704,5,0.10996703506025898,33,74,74,-20,0.94
1496,89,65,85,67,24,1,1,3,1.7978435347675477,0.5755908651450962,1.2208114900786007,45,39,0.14460590445555693,10,0.3695913418503158,44,67,76,-24,1.27
1497,79,63,76,78,39,5,1,0,1.58422340980695,0.06262285928910136,1.8361852873396776,49,70,0.1842068412248425,22,0.3276041479310434,37,88,74,-16,0.97
1498,77,67,82,72,18,4,3,9,0.5026412175902417,0.30294573760359683,3.513778103003727,21,30,0.17330928315637112,10,0.14362994324438133,11,65,74,-10,1.14
1499,72,65,66,77,30,4,2,1,0.7588692136145574,0.581942574573426,0.37224843956964593,42,48,0.12826238865584885,15,0.3794400899763979,29,75,70,-7,0.86
1500,74,75,83,61,28,6,8,5,2.1649456865141454,0.2812610136698885,5.213590576614485,34,48,0.14159746739896678,12,0.945849371670701,42,83,73,1,1.36
1501,58,74,83,56,35,2,1,1,2.076618415182468,0.4336515968642786,1.7329680102391873,59,54,0.11479581250407986,16,0.17912330062120513,39,68,67,16,1.48
1502,55,75,77,72,22,3,5,5,0.5341526131013508,0.1750300789379289,2.838065386652988,49,24,0.17493569028078346,17,0.6632675216768079,35,80,69,20,1.07
1503,64,82,68,62,26,1,11,0,0.5296851312368192,0.22748881301898202,2.00159973733691,34,66,0.1251469714892417,14,0.12890429624995714,28,65,69,18,1.1
1504,62,88,74,68,25,5,2,0,2.2022963139132443,0.3085745449371734,4.837734215657841,53,53,0.19173328340443713,3,0.7373426413783752,32,83,73,26,1.09
1505,59,71,79,71,38,4,7,6,1.2226062288700457,0.2626844963819239,7.639109365408105,43,10,0.14759366652381706,8,0.5302075552992779,35,69,70,12,1.11
1506,73,80,76,81,29,1,2,4,1.3135202908514718,0.12973424482805854,2.9967760371872063,46,55,0.194342941959547,0,0.5962834556217377,29,92,77,7,0.94
1507,76,66,79,76,34,3,3,4,2.3884079830555454,0.3793523636798685,2.2662103317126214,50,62,0.19689501478889282,6,0.3631588900749967,33,78,74,-10,1.04
1508,66,81,83,60,10,2,1,0,2.294022858153569,0.10705404626154097,2.957288543828742,29,43,0.08881654011567594,12,0.44637502572446464,17,79,72,15,1.38
1509,82,80,69,55,29,1,1,9,1.2811666028329116,0.17975773664636535,1.697917862950423,21,34,0.08210561516031659,17,0.2811425292594386,27,66,71,-2,1.25
1510,51,80,65,86,9,7,1,5,2.0971627898801968,0.4914703753681505,2.1611473588910965,49,63,0.0510633400733337,11,0.3868597020806385,23,75,70,29,0.75
1511,62,70,74,50,33,4,1,4,1.407046047772903,0.23206412180528732,3.493523100399326,57,50,0.17178657228693348,17,0.3891762051474234,29,82,64,8,1.48
1512,56,63,72,63,26,5,16,16,1.3593787932631722,0.0782056233932575,6.822176171832313,48,24,0.13575600693245107,16,0.6132876063973299,28,65,63,7,1.14
